bar,day,start,end,date
"Jaded Pants Pub",Friday,10:00,23:15,2018-11-09
"Jealous Fiddle Pub",Friday,10:00,23:15,2018-11-09
"Keen Snail Bar",Friday,11:00,22:00,2018-11-09
"Latino Magpie",Friday,10:00,23:15,2018-11-09
"Laughing Elephant Tavern",Friday,08:00,22:30,2018-11-09
"Little Elixir Club",Friday,09:00,22:15,2018-11-09
"Lively Elf",Friday,09:00,23:00,2018-11-09
"Lonely Snowdrop",Friday,09:00,22:45,2018-11-09
"Loud Elderberry Bar",Friday,10:00,22:45,2018-11-09
"Lying Explorer Tavern",Friday,08:00,22:30,2018-11-09
"Magnificent Dark Elf Bar",Friday,10:00,22:00,2018-11-09
"Middle Cushion Bar",Friday,12:00,22:45,2018-11-09
"Mixing Demon Pub",Friday,08:00,23:15,2018-11-09
"Molten Ants Bar",Friday,09:00,22:15,2018-11-09
"Natural Leopard",Friday,09:00,23:30,2018-11-09
"Natural Squash Tavern",Friday,09:00,23:15,2018-11-09
"Naughty Bean Inn",Friday,08:00,22:30,2018-11-09
"Needy Mind Tavern",Friday,10:00,23:15,2018-11-09
"Nervous Jaguar Inn",Friday,12:00,22:15,2018-11-09
"Nervous Mountain Inn",Friday,10:00,22:15,2018-11-09
"New Spider Bar",Friday,10:00,22:00,2018-11-09
"Nifty Branch Inn",Friday,10:00,22:45,2018-11-09
"Nimble Squash",Friday,10:00,22:30,2018-11-09
"Nimble Stream Pub",Friday,11:00,23:00,2018-11-09
"Oceanic Knight Inn",Friday,11:00,22:30,2018-11-09
"Oceanic Woodpecker Inn",Friday,08:00,23:15,2018-11-09
"Organic Buffalo Bar",Friday,08:00,23:00,2018-11-09
"Original Acorn Roadhouse",Friday,12:00,22:45,2018-11-09
"Original Horse Brewpub",Friday,10:00,22:30,2018-11-09
"Outrageous Sailboat Inn",Friday,12:00,22:00,2018-11-09
"Overrated Pigeons Pub",Friday,09:00,22:45,2018-11-09
"Parallel Pegasus Bar",Friday,08:00,22:15,2018-11-09
"Peaceful Bison",Friday,08:00,23:45,2018-11-09
"Perfect Rabbit Tavern",Friday,09:00,22:15,2018-11-09
"Pleasant Parrot Tavern",Friday,08:00,22:00,2018-11-09
"Poor Bats Inn",Friday,08:00,23:30,2018-11-09
"Proud Spiders",Friday,11:00,23:30,2018-11-09
"Psychotic Seadog",Friday,12:00,23:15,2018-11-09
"Purple Pint Bar and Grille",Friday,08:00,22:30,2018-11-09
"Quickest Doves",Friday,08:00,23:45,2018-11-09
"Rainy Lime Tavern",Friday,11:00,23:45,2018-11-09
"Real Shark Inn",Friday,10:00,22:30,2018-11-09
"Regular Drum Tavern",Friday,09:00,22:30,2018-11-09
"Responsible Chair",Friday,09:00,22:30,2018-11-09
"Rich Tauren Bar",Friday,08:00,22:45,2018-11-09
"Russian Otter Pub",Friday,10:00,23:00,2018-11-09
"Rusty Sailor Outpost",Friday,09:00,22:00,2018-11-09
"Ruthless Chestnut",Friday,11:00,22:30,2018-11-09
"Safe Palm Inn",Friday,11:00,23:30,2018-11-09
"Scared Crossbow Tavern",Friday,11:00,23:00,2018-11-09
"Scary Kiwi",Friday,09:00,23:30,2018-11-09
"Shattered Oak",Friday,10:00,22:30,2018-11-09
"Shouting Snake Inn",Friday,12:00,22:00,2018-11-09
"Skinny Guitar",Friday,08:00,23:30,2018-11-09
"Smelly Crane Tavern",Friday,10:00,22:45,2018-11-09
"Snobbish Jackal Inn",Friday,11:00,23:30,2018-11-09
"Sore Head",Friday,10:00,23:15,2018-11-09
"Sour Axe Bar",Friday,10:00,23:45,2018-11-09
"Spicy Cats Tavern",Friday,08:00,23:15,2018-11-09
"Spinning Nomad Ale House",Friday,08:00,22:30,2018-11-09
"Spirited Brew Saloon",Friday,08:00,23:15,2018-11-09
"Steel Elf",Friday,09:00,23:00,2018-11-09
"Steel Yew",Friday,11:00,23:15,2018-11-09
"Sudden Dragon Bar",Friday,09:00,23:00,2018-11-09
"Sudden Octopus",Friday,11:00,22:00,2018-11-09
"Sweet And Sour Castle Bar",Friday,09:00,22:30,2018-11-09
"Swift Angels Pub",Friday,11:00,22:00,2018-11-09
"Tacky Lyre Pub",Friday,09:00,22:15,2018-11-09
"Tasty Fairy Tavern",Friday,09:00,23:45,2018-11-09
"Teeny Gauntlet Bar",Friday,10:00,22:15,2018-11-09
"Thundering Table Inn",Friday,08:00,23:00,2018-11-09
"Triangular Pegasus Inn",Friday,11:00,22:30,2018-11-09
"Twelve Spider Inn",Friday,11:00,22:30,2018-11-09
"Ugliest Pants Tavern",Friday,08:00,22:45,2018-11-09
"Uneven Ants Tavern",Friday,11:00,23:15,2018-11-09
"Unusual Truffle",Friday,09:00,22:15,2018-11-09
"Venomous River Inn",Friday,12:00,23:00,2018-11-09
"Wicked Stream",Friday,11:00,23:30,2018-11-09
"Wild Hag Bar",Friday,09:00,22:45,2018-11-09
"Windy Harp",Friday,10:00,22:00,2018-11-09
"Wretched Grape Inn",Friday,09:00,22:00,2018-11-09
"Wrong Whip Bar",Friday,09:00,23:45,2018-11-09
"Ye Olde Lord Bar",Friday,09:00,22:30,2018-11-09
"Absent Snow",Saturday,10:00,22:15,2018-11-10
"Admiral Benbow Inn",Saturday,09:00,22:00,2018-11-10
"Amused Lemon Parlor",Saturday,12:00,22:00,2018-11-10
Anchor,Saturday,11:00,22:15,2018-11-10
"Armed Pudding Bar",Saturday,11:00,22:15,2018-11-10
"Assorted Dandelion Bar",Saturday,08:00,22:30,2018-11-10
"Atomic Liquors",Saturday,10:00,23:45,2018-11-10
"Awful Salmon Bar",Saturday,10:00,22:45,2018-11-10
"Best Stick Tavern",Saturday,08:00,22:15,2018-11-10
"Bloody Lady",Saturday,09:00,22:15,2018-11-10
"Blue City",Saturday,10:00,23:15,2018-11-10
"Brave Olive Pub",Saturday,11:00,22:00,2018-11-10
"Busy Bachelor Bar",Saturday,12:00,23:45,2018-11-10
"Cheap Vampire",Saturday,12:00,23:15,2018-11-10
"Chinese Oak",Saturday,08:00,22:15,2018-11-10
"Chubby Badger Pub",Saturday,11:00,22:30,2018-11-10
"Chunky Hawks Tavern",Saturday,08:00,23:00,2018-11-10
"Clean Bed Inn",Saturday,09:00,23:45,2018-11-10
"Clever Child",Saturday,09:00,22:15,2018-11-10
"Courageous Lyre Bar",Saturday,08:00,22:00,2018-11-10
"Courageous Melon",Saturday,08:00,23:00,2018-11-10
"Crooked Sailor Ale House",Saturday,08:00,23:15,2018-11-10
"Daily Barracuda Inn",Saturday,12:00,22:15,2018-11-10
"Dandy Cloud Bistro",Saturday,12:00,22:30,2018-11-10
"Deep Flute Bar",Saturday,08:00,22:30,2018-11-10
"Deep Glass Bar",Saturday,11:00,23:30,2018-11-10
"Deep Lantern",Saturday,11:00,23:30,2018-11-10
"Diamond Turtle Inn",Saturday,08:00,23:15,2018-11-10
"Different Kumquat Pub",Saturday,11:00,22:00,2018-11-10
"Discreet Elderberry Pub",Saturday,08:00,22:15,2018-11-10
"Dizzy Lemon Lounge",Saturday,11:00,23:45,2018-11-10
"Double Swan Tavern",Saturday,12:00,23:30,2018-11-10
"Drab Parrots Pub",Saturday,10:00,23:00,2018-11-10
"Dramatic Crabs",Saturday,10:00,22:15,2018-11-10
"Earthy Bird Pub",Saturday,11:00,23:45,2018-11-10
"Empty Snapdragon Pub",Saturday,08:00,22:30,2018-11-10
"Familiar Pony Tavern",Saturday,12:00,22:45,2018-11-10
"Famous Tiger Pub",Saturday,09:00,22:15,2018-11-10
"Fascinated Chick Pub",Saturday,10:00,22:30,2018-11-10
"Fascinated Demon Pub",Saturday,09:00,23:00,2018-11-10
"Fearless Drum Bar",Saturday,10:00,22:45,2018-11-10
"Fluffy Husband",Saturday,08:00,23:45,2018-11-10
"Foamy Cave",Saturday,12:00,23:15,2018-11-10
"Full Guitar",Saturday,08:00,22:45,2018-11-10
"Gifted Pillow Inn",Saturday,08:00,23:45,2018-11-10
"Gifted Zebra Tavern",Saturday,12:00,23:15,2018-11-10
"Gray City",Saturday,12:00,23:00,2018-11-10
"Gypsy Root Roadhouse",Saturday,12:00,23:15,2018-11-10
"Harsh Flame Tavern",Saturday,08:00,22:00,2018-11-10
"Hidden Lady Parlor",Saturday,12:00,22:00,2018-11-10
"Hidden Table Brewpub",Saturday,12:00,23:15,2018-11-10
"Hissing Ocean Bar",Saturday,08:00,22:45,2018-11-10
"Hoppy Apple Brewhouse",Saturday,09:00,22:15,2018-11-10
"Hot Cup Inn",Saturday,09:00,22:45,2018-11-10
"Hungry Skunks Bar",Saturday,10:00,22:00,2018-11-10
"Hungry Turtle Pub",Saturday,11:00,23:15,2018-11-10
"Hungry Vanilla Bean Tavern",Saturday,12:00,23:45,2018-11-10
"Hypnotic Gate Tavern",Saturday,12:00,23:15,2018-11-10
"Icky Elephants Tavern",Saturday,11:00,22:15,2018-11-10
"Impossible Fire",Saturday,12:00,22:45,2018-11-10
"Incredible Sailboat Pub",Saturday,09:00,22:15,2018-11-10
"Interesting Trumpet Inn",Saturday,09:00,22:30,2018-11-10
"Iron Library Tavern",Saturday,12:00,23:00,2018-11-10
"Iron Tigress Inn",Saturday,11:00,22:15,2018-11-10
"Iron Turkey",Saturday,09:00,23:30,2018-11-10
"Itchy Cheetah Bar",Saturday,09:00,23:00,2018-11-10
"Ivory Lamb Pub",Saturday,11:00,23:15,2018-11-10
"Jaded Pants Pub",Saturday,11:00,23:45,2018-11-10
"Jealous Fiddle Pub",Saturday,09:00,23:15,2018-11-10
"Keen Snail Bar",Saturday,09:00,23:15,2018-11-10
"Latino Magpie",Saturday,11:00,23:45,2018-11-10
"Laughing Elephant Tavern",Saturday,08:00,22:15,2018-11-10
"Little Elixir Club",Saturday,12:00,23:45,2018-11-10
"Lively Elf",Saturday,11:00,22:15,2018-11-10
"Lonely Snowdrop",Saturday,10:00,23:00,2018-11-10
"Loud Elderberry Bar",Saturday,11:00,22:15,2018-11-10
"Lying Explorer Tavern",Saturday,10:00,22:45,2018-11-10
"Magnificent Dark Elf Bar",Saturday,08:00,22:45,2018-11-10
"Middle Cushion Bar",Saturday,09:00,23:45,2018-11-10
"Mixing Demon Pub",Saturday,09:00,22:30,2018-11-10
"Molten Ants Bar",Saturday,11:00,22:45,2018-11-10
"Natural Leopard",Saturday,12:00,22:15,2018-11-10
"Natural Squash Tavern",Saturday,08:00,23:45,2018-11-10
"Naughty Bean Inn",Saturday,10:00,22:00,2018-11-10
"Needy Mind Tavern",Saturday,10:00,22:45,2018-11-10
"Nervous Jaguar Inn",Saturday,08:00,23:45,2018-11-10
"Nervous Mountain Inn",Saturday,09:00,23:45,2018-11-10
"New Spider Bar",Saturday,12:00,23:15,2018-11-10
"Nifty Branch Inn",Saturday,10:00,23:45,2018-11-10
"Nimble Squash",Saturday,10:00,22:30,2018-11-10
"Nimble Stream Pub",Saturday,12:00,23:00,2018-11-10
"Oceanic Knight Inn",Saturday,08:00,22:45,2018-11-10
"Oceanic Woodpecker Inn",Saturday,12:00,22:00,2018-11-10
"Organic Buffalo Bar",Saturday,10:00,23:30,2018-11-10
"Original Acorn Roadhouse",Saturday,10:00,23:30,2018-11-10
"Original Horse Brewpub",Saturday,08:00,22:30,2018-11-10
"Outrageous Sailboat Inn",Saturday,12:00,22:15,2018-11-10
"Overrated Pigeons Pub",Saturday,09:00,22:15,2018-11-10
"Parallel Pegasus Bar",Saturday,12:00,23:45,2018-11-10
"Peaceful Bison",Saturday,11:00,23:00,2018-11-10
"Perfect Rabbit Tavern",Saturday,10:00,23:45,2018-11-10
"Pleasant Parrot Tavern",Saturday,09:00,22:45,2018-11-10
"Poor Bats Inn",Saturday,08:00,22:45,2018-11-10
"Proud Spiders",Saturday,10:00,22:15,2018-11-10
"Psychotic Seadog",Saturday,08:00,23:30,2018-11-10
"Purple Pint Bar and Grille",Saturday,08:00,23:15,2018-11-10
"Quickest Doves",Saturday,10:00,22:00,2018-11-10
"Rainy Lime Tavern",Saturday,09:00,22:00,2018-11-10
"Real Shark Inn",Saturday,11:00,22:45,2018-11-10
"Regular Drum Tavern",Saturday,08:00,23:15,2018-11-10
"Responsible Chair",Saturday,08:00,23:15,2018-11-10
"Rich Tauren Bar",Saturday,12:00,23:00,2018-11-10
"Russian Otter Pub",Saturday,12:00,22:45,2018-11-10
"Rusty Sailor Outpost",Saturday,09:00,22:30,2018-11-10
"Ruthless Chestnut",Saturday,10:00,23:30,2018-11-10
"Safe Palm Inn",Saturday,12:00,23:15,2018-11-10
"Scared Crossbow Tavern",Saturday,08:00,22:00,2018-11-10
"Scary Kiwi",Saturday,10:00,23:45,2018-11-10
"Shattered Oak",Saturday,10:00,22:00,2018-11-10
"Shouting Snake Inn",Saturday,12:00,22:15,2018-11-10
"Skinny Guitar",Saturday,11:00,23:30,2018-11-10
"Smelly Crane Tavern",Saturday,12:00,23:15,2018-11-10
"Snobbish Jackal Inn",Saturday,08:00,22:30,2018-11-10
"Sore Head",Saturday,12:00,22:30,2018-11-10
"Sour Axe Bar",Saturday,10:00,22:30,2018-11-10
"Spicy Cats Tavern",Saturday,10:00,23:30,2018-11-10
"Spinning Nomad Ale House",Saturday,10:00,22:00,2018-11-10
"Spirited Brew Saloon",Saturday,08:00,22:30,2018-11-10
"Steel Elf",Saturday,11:00,23:00,2018-11-10
"Steel Yew",Saturday,12:00,22:00,2018-11-10
"Sudden Dragon Bar",Saturday,12:00,22:00,2018-11-10
"Sudden Octopus",Saturday,08:00,22:45,2018-11-10
"Sweet And Sour Castle Bar",Saturday,08:00,23:00,2018-11-10
"Swift Angels Pub",Saturday,12:00,22:30,2018-11-10
"Tacky Lyre Pub",Saturday,12:00,23:15,2018-11-10
"Tasty Fairy Tavern",Saturday,10:00,22:45,2018-11-10
"Teeny Gauntlet Bar",Saturday,09:00,23:30,2018-11-10
"Thundering Table Inn",Saturday,10:00,22:30,2018-11-10
"Triangular Pegasus Inn",Saturday,11:00,22:30,2018-11-10
"Twelve Spider Inn",Saturday,12:00,22:15,2018-11-10
"Ugliest Pants Tavern",Saturday,09:00,22:00,2018-11-10
"Uneven Ants Tavern",Saturday,10:00,23:00,2018-11-10
"Unusual Truffle",Saturday,12:00,23:15,2018-11-10
"Venomous River Inn",Saturday,09:00,22:00,2018-11-10
"Wicked Stream",Saturday,12:00,22:15,2018-11-10
"Wild Hag Bar",Saturday,09:00,22:00,2018-11-10
"Windy Harp",Saturday,11:00,22:45,2018-11-10
"Wretched Grape Inn",Saturday,12:00,23:15,2018-11-10
"Wrong Whip Bar",Saturday,08:00,22:00,2018-11-10
"Ye Olde Lord Bar",Saturday,12:00,23:45,2018-11-10
"Absent Snow",Sunday,12:00,22:15,2018-11-11
"Admiral Benbow Inn",Sunday,10:00,23:00,2018-11-11
"Amused Lemon Parlor",Sunday,09:00,23:30,2018-11-11
Anchor,Sunday,10:00,22:45,2018-11-11
"Armed Pudding Bar",Sunday,10:00,23:00,2018-11-11
"Assorted Dandelion Bar",Sunday,10:00,23:45,2018-11-11
"Atomic Liquors",Sunday,08:00,23:45,2018-11-11
"Awful Salmon Bar",Sunday,11:00,22:15,2018-11-11
"Best Stick Tavern",Sunday,11:00,23:30,2018-11-11
"Bloody Lady",Sunday,09:00,22:15,2018-11-11
"Blue City",Sunday,09:00,22:00,2018-11-11
"Brave Olive Pub",Sunday,08:00,23:00,2018-11-11
"Busy Bachelor Bar",Sunday,10:00,22:30,2018-11-11
"Cheap Vampire",Sunday,08:00,23:00,2018-11-11
"Chinese Oak",Sunday,10:00,22:00,2018-11-11
"Chubby Badger Pub",Sunday,08:00,22:30,2018-11-11
"Chunky Hawks Tavern",Sunday,12:00,23:15,2018-11-11
"Clean Bed Inn",Sunday,09:00,22:30,2018-11-11
"Clever Child",Sunday,11:00,22:45,2018-11-11
"Courageous Lyre Bar",Sunday,11:00,22:30,2018-11-11
"Courageous Melon",Sunday,12:00,22:00,2018-11-11
"Crooked Sailor Ale House",Sunday,12:00,22:45,2018-11-11
"Daily Barracuda Inn",Sunday,12:00,22:30,2018-11-11
"Dandy Cloud Bistro",Sunday,10:00,22:00,2018-11-11
"Deep Flute Bar",Sunday,09:00,23:30,2018-11-11
"Deep Glass Bar",Sunday,11:00,22:15,2018-11-11
"Deep Lantern",Sunday,11:00,23:15,2018-11-11
"Diamond Turtle Inn",Sunday,11:00,23:45,2018-11-11
"Different Kumquat Pub",Sunday,09:00,22:45,2018-11-11
"Discreet Elderberry Pub",Sunday,11:00,23:45,2018-11-11
"Dizzy Lemon Lounge",Sunday,09:00,22:30,2018-11-11
"Double Swan Tavern",Sunday,12:00,22:00,2018-11-11
"Drab Parrots Pub",Sunday,12:00,22:45,2018-11-11
"Dramatic Crabs",Sunday,10:00,23:45,2018-11-11
"Earthy Bird Pub",Sunday,11:00,23:15,2018-11-11
"Empty Snapdragon Pub",Sunday,10:00,22:30,2018-11-11
"Familiar Pony Tavern",Sunday,09:00,22:30,2018-11-11
"Famous Tiger Pub",Sunday,11:00,22:00,2018-11-11
"Fascinated Chick Pub",Sunday,11:00,23:15,2018-11-11
"Fascinated Demon Pub",Sunday,11:00,23:00,2018-11-11
"Fearless Drum Bar",Sunday,09:00,23:00,2018-11-11
"Fluffy Husband",Sunday,10:00,23:45,2018-11-11
"Foamy Cave",Sunday,10:00,23:00,2018-11-11
"Full Guitar",Sunday,11:00,23:30,2018-11-11
"Gifted Pillow Inn",Sunday,08:00,23:30,2018-11-11
"Gifted Zebra Tavern",Sunday,11:00,22:00,2018-11-11
"Gray City",Sunday,12:00,22:15,2018-11-11
"Gypsy Root Roadhouse",Sunday,09:00,23:00,2018-11-11
"Harsh Flame Tavern",Sunday,10:00,23:00,2018-11-11
"Hidden Lady Parlor",Sunday,09:00,23:30,2018-11-11
"Hidden Table Brewpub",Sunday,08:00,22:00,2018-11-11
"Hissing Ocean Bar",Sunday,08:00,22:00,2018-11-11
"Hoppy Apple Brewhouse",Sunday,11:00,23:15,2018-11-11
"Hot Cup Inn",Sunday,11:00,22:00,2018-11-11
"Hungry Skunks Bar",Sunday,09:00,23:00,2018-11-11
"Hungry Turtle Pub",Sunday,11:00,23:30,2018-11-11
"Hungry Vanilla Bean Tavern",Sunday,08:00,22:15,2018-11-11
"Hypnotic Gate Tavern",Sunday,09:00,23:45,2018-11-11
"Icky Elephants Tavern",Sunday,11:00,23:30,2018-11-11
"Impossible Fire",Sunday,12:00,22:15,2018-11-11
"Incredible Sailboat Pub",Sunday,09:00,23:00,2018-11-11
"Interesting Trumpet Inn",Sunday,12:00,22:15,2018-11-11
"Iron Library Tavern",Sunday,08:00,22:45,2018-11-11
"Iron Tigress Inn",Sunday,08:00,22:45,2018-11-11
"Iron Turkey",Sunday,11:00,22:30,2018-11-11
"Itchy Cheetah Bar",Sunday,12:00,23:30,2018-11-11
"Ivory Lamb Pub",Sunday,08:00,22:00,2018-11-11
"Jaded Pants Pub",Sunday,12:00,22:45,2018-11-11
"Jealous Fiddle Pub",Sunday,10:00,22:30,2018-11-11
"Keen Snail Bar",Sunday,08:00,23:30,2018-11-11
"Latino Magpie",Sunday,12:00,23:00,2018-11-11
"Laughing Elephant Tavern",Sunday,08:00,22:30,2018-11-11
"Little Elixir Club",Sunday,12:00,22:00,2018-11-11
"Lively Elf",Sunday,09:00,22:00,2018-11-11
"Lonely Snowdrop",Sunday,10:00,23:00,2018-11-11
"Loud Elderberry Bar",Sunday,08:00,23:00,2018-11-11
"Lying Explorer Tavern",Sunday,10:00,22:00,2018-11-11
"Magnificent Dark Elf Bar",Sunday,12:00,23:15,2018-11-11
"Middle Cushion Bar",Sunday,08:00,23:30,2018-11-11
"Mixing Demon Pub",Sunday,12:00,23:45,2018-11-11
"Molten Ants Bar",Sunday,12:00,22:15,2018-11-11
"Natural Leopard",Sunday,12:00,22:15,2018-11-11
"Natural Squash Tavern",Sunday,08:00,22:30,2018-11-11
"Naughty Bean Inn",Sunday,09:00,23:30,2018-11-11
"Needy Mind Tavern",Sunday,12:00,22:15,2018-11-11
"Nervous Jaguar Inn",Sunday,11:00,23:00,2018-11-11
"Nervous Mountain Inn",Sunday,12:00,22:45,2018-11-11
"New Spider Bar",Sunday,09:00,22:15,2018-11-11
"Nifty Branch Inn",Sunday,11:00,23:00,2018-11-11
"Nimble Squash",Sunday,12:00,23:30,2018-11-11
"Nimble Stream Pub",Sunday,09:00,22:30,2018-11-11
"Oceanic Knight Inn",Sunday,12:00,22:15,2018-11-11
"Oceanic Woodpecker Inn",Sunday,08:00,23:15,2018-11-11
"Organic Buffalo Bar",Sunday,12:00,22:15,2018-11-11
"Original Acorn Roadhouse",Sunday,09:00,23:45,2018-11-11
"Original Horse Brewpub",Sunday,10:00,22:00,2018-11-11
"Outrageous Sailboat Inn",Sunday,09:00,22:30,2018-11-11
"Overrated Pigeons Pub",Sunday,11:00,22:30,2018-11-11
"Parallel Pegasus Bar",Sunday,12:00,22:15,2018-11-11
"Peaceful Bison",Sunday,12:00,23:15,2018-11-11
"Perfect Rabbit Tavern",Sunday,09:00,23:15,2018-11-11
"Pleasant Parrot Tavern",Sunday,10:00,22:15,2018-11-11
"Poor Bats Inn",Sunday,10:00,22:30,2018-11-11
"Proud Spiders",Sunday,12:00,22:15,2018-11-11
"Psychotic Seadog",Sunday,09:00,23:30,2018-11-11
"Purple Pint Bar and Grille",Sunday,09:00,23:30,2018-11-11
"Quickest Doves",Sunday,12:00,22:30,2018-11-11
"Rainy Lime Tavern",Sunday,11:00,22:15,2018-11-11
"Real Shark Inn",Sunday,09:00,23:00,2018-11-11
"Regular Drum Tavern",Sunday,08:00,23:00,2018-11-11
"Responsible Chair",Sunday,08:00,22:45,2018-11-11
"Rich Tauren Bar",Sunday,08:00,22:15,2018-11-11
"Russian Otter Pub",Sunday,10:00,22:00,2018-11-11
"Rusty Sailor Outpost",Sunday,12:00,23:45,2018-11-11
"Ruthless Chestnut",Sunday,09:00,23:45,2018-11-11
"Safe Palm Inn",Sunday,08:00,23:15,2018-11-11
"Scared Crossbow Tavern",Sunday,11:00,23:30,2018-11-11
"Scary Kiwi",Sunday,09:00,23:30,2018-11-11
"Shattered Oak",Sunday,09:00,22:30,2018-11-11
"Shouting Snake Inn",Sunday,10:00,22:15,2018-11-11
"Skinny Guitar",Sunday,09:00,22:45,2018-11-11
"Smelly Crane Tavern",Sunday,12:00,23:45,2018-11-11
"Snobbish Jackal Inn",Sunday,12:00,23:30,2018-11-11
"Sore Head",Sunday,09:00,23:30,2018-11-11
"Sour Axe Bar",Sunday,09:00,23:45,2018-11-11
"Spicy Cats Tavern",Sunday,08:00,23:45,2018-11-11
"Spinning Nomad Ale House",Sunday,11:00,22:30,2018-11-11
"Spirited Brew Saloon",Sunday,08:00,22:15,2018-11-11
"Steel Elf",Sunday,08:00,22:30,2018-11-11
"Steel Yew",Sunday,11:00,22:15,2018-11-11
"Sudden Dragon Bar",Sunday,12:00,22:00,2018-11-11
"Sudden Octopus",Sunday,08:00,22:15,2018-11-11
"Sweet And Sour Castle Bar",Sunday,10:00,23:45,2018-11-11
"Swift Angels Pub",Sunday,10:00,23:30,2018-11-11
"Tacky Lyre Pub",Sunday,10:00,22:15,2018-11-11
"Tasty Fairy Tavern",Sunday,08:00,22:30,2018-11-11
"Teeny Gauntlet Bar",Sunday,08:00,22:00,2018-11-11
"Thundering Table Inn",Sunday,09:00,23:15,2018-11-11
"Triangular Pegasus Inn",Sunday,12:00,22:00,2018-11-11
"Twelve Spider Inn",Sunday,08:00,22:00,2018-11-11
"Ugliest Pants Tavern",Sunday,10:00,22:00,2018-11-11
"Uneven Ants Tavern",Sunday,11:00,22:00,2018-11-11
"Unusual Truffle",Sunday,12:00,23:30,2018-11-11
"Venomous River Inn",Sunday,09:00,23:00,2018-11-11
"Wicked Stream",Sunday,08:00,22:00,2018-11-11
"Wild Hag Bar",Sunday,10:00,23:45,2018-11-11
"Windy Harp",Sunday,12:00,22:00,2018-11-11
"Wretched Grape Inn",Sunday,08:00,23:45,2018-11-11
"Wrong Whip Bar",Sunday,08:00,23:45,2018-11-11
"Ye Olde Lord Bar",Sunday,09:00,23:00,2018-11-11
"Absent Snow",Monday,12:00,23:45,2018-11-12
"Admiral Benbow Inn",Monday,10:00,22:30,2018-11-12
"Amused Lemon Parlor",Monday,12:00,23:45,2018-11-12
Anchor,Monday,08:00,22:00,2018-11-12
"Armed Pudding Bar",Monday,11:00,23:15,2018-11-12
"Assorted Dandelion Bar",Monday,09:00,22:45,2018-11-12
"Atomic Liquors",Monday,10:00,23:00,2018-11-12
"Awful Salmon Bar",Monday,12:00,22:15,2018-11-12
"Best Stick Tavern",Monday,10:00,22:15,2018-11-12
"Bloody Lady",Monday,11:00,23:30,2018-11-12
"Blue City",Monday,09:00,23:15,2018-11-12
"Brave Olive Pub",Monday,10:00,23:30,2018-11-12
"Busy Bachelor Bar",Monday,09:00,22:15,2018-11-12
"Cheap Vampire",Monday,09:00,23:45,2018-11-12
"Chinese Oak",Monday,08:00,22:15,2018-11-12
"Chubby Badger Pub",Monday,11:00,23:15,2018-11-12
"Chunky Hawks Tavern",Monday,08:00,22:00,2018-11-12
"Clean Bed Inn",Monday,12:00,22:30,2018-11-12
"Clever Child",Monday,12:00,22:15,2018-11-12
"Courageous Lyre Bar",Monday,08:00,22:45,2018-11-12
"Courageous Melon",Monday,08:00,23:00,2018-11-12
"Crooked Sailor Ale House",Monday,09:00,23:00,2018-11-12
"Daily Barracuda Inn",Monday,11:00,22:30,2018-11-12
"Dandy Cloud Bistro",Monday,09:00,22:30,2018-11-12
"Deep Flute Bar",Monday,12:00,23:15,2018-11-12
"Deep Glass Bar",Monday,08:00,22:00,2018-11-12
"Deep Lantern",Monday,08:00,23:15,2018-11-12
"Diamond Turtle Inn",Monday,12:00,23:30,2018-11-12
"Different Kumquat Pub",Monday,12:00,22:45,2018-11-12
"Discreet Elderberry Pub",Monday,09:00,22:00,2018-11-12
"Dizzy Lemon Lounge",Monday,09:00,23:00,2018-11-12
"Double Swan Tavern",Monday,09:00,23:30,2018-11-12
"Drab Parrots Pub",Monday,10:00,23:00,2018-11-12
"Dramatic Crabs",Monday,10:00,23:45,2018-11-12
"Earthy Bird Pub",Monday,08:00,23:30,2018-11-12
"Empty Snapdragon Pub",Monday,11:00,23:45,2018-11-12
"Familiar Pony Tavern",Monday,10:00,22:15,2018-11-12
"Famous Tiger Pub",Monday,11:00,23:30,2018-11-12
"Fascinated Chick Pub",Monday,08:00,22:15,2018-11-12
"Fascinated Demon Pub",Monday,11:00,23:45,2018-11-12
"Fearless Drum Bar",Monday,08:00,22:45,2018-11-12
"Fluffy Husband",Monday,08:00,22:30,2018-11-12
"Foamy Cave",Monday,09:00,23:45,2018-11-12
"Full Guitar",Monday,10:00,23:45,2018-11-12
"Gifted Pillow Inn",Monday,08:00,23:30,2018-11-12
"Gifted Zebra Tavern",Monday,10:00,22:30,2018-11-12
"Gray City",Monday,10:00,23:15,2018-11-12
"Gypsy Root Roadhouse",Monday,10:00,23:15,2018-11-12
"Harsh Flame Tavern",Monday,08:00,22:15,2018-11-12
"Hidden Lady Parlor",Monday,08:00,23:00,2018-11-12
"Hidden Table Brewpub",Monday,08:00,22:45,2018-11-12
"Hissing Ocean Bar",Monday,12:00,23:00,2018-11-12
"Hoppy Apple Brewhouse",Monday,08:00,23:00,2018-11-12
"Hot Cup Inn",Monday,09:00,22:00,2018-11-12
"Hungry Skunks Bar",Monday,12:00,22:30,2018-11-12
"Hungry Turtle Pub",Monday,10:00,23:30,2018-11-12
"Hungry Vanilla Bean Tavern",Monday,09:00,22:30,2018-11-12
"Hypnotic Gate Tavern",Monday,10:00,23:15,2018-11-12
"Icky Elephants Tavern",Monday,11:00,23:45,2018-11-12
"Impossible Fire",Monday,08:00,23:45,2018-11-12
